iter	Logloss
517	0.2450956297
518	0.2449729663
519	0.2447786411
520	0.2446483003
521	0.2444922022
522	0.2443475483
523	0.2441773615
524	0.2440515887
525	0.2439028956
526	0.2437729555
527	0.243646798
528	0.2434673309
529	0.2433609201
530	0.2431606164
531	0.2429782002
532	0.2428581494
533	0.2426686006
534	0.242464338
535	0.2422562767
536	0.242205708
537	0.242047975
538	0.2418603657
539	0.2416313877
540	0.241446439
541	0.2412844586
542	0.241099574
543	0.2410129259
544	0.2408752441
545	0.2403930856
546	0.2402283805
547	0.2399115042
548	0.2398580343
549	0.2397302419
550	0.2395881845
551	0.2394942276
552	0.2393633899
553	0.2391138317
554	0.2389638564
555	0.2388481332
556	0.2387247486
557	0.2384873558
558	0.2383192046
559	0.2381339835
560	0.2379609597
561	0.2378634124
562	0.2376400924
563	0.237466716
564	0.2373253157
565	0.2372301567
566	0.2370716704
567	0.2369547131
568	0.2368746205
569	0.2367263602
570	0.236497302
571	0.2364043228
572	0.2362789507
573	0.236239297
574	0.2361072893
575	0.2360106877
576	0.2358141506
577	0.2356269901
578	0.2354954952
579	0.2353433881
580	0.2352681841
581	0.2351866009
582	0.2349239958
583	0.2347707989
584	0.2346986081
585	0.2344781571
586	0.2343359555
587	0.2342063679
588	0.234065689
589	0.2339027789
590	0.2337502872
591	0.2336244022
592	0.2335180715
593	0.2334102663
594	0.233300185
595	0.2331675682
596	0.2330682578
597	0.2328347439
598	0.2327028803
599	0.2324764348
600	0.2323565283
601	0.2322067133
602	0.2321294576
603	0.2320312692
604	0.2318538057
605	0.2317108827
606	0.2315838918
607	0.2313682171
608	0.2312922758
609	0.2311258396
610	0.2309319312
611	0.2308301204
612	0.2307612475
613	0.2305804982
614	0.2304506703
615	0.2303601273
616	0.2303084045
617	0.230227799
618	0.2300726306
619	0.2299633186
620	0.2298544235
621	0.2296853586
622	0.2293923001
623	0.2292315699
624	0.2290633226
625	0.2289235251
626	0.2288059427
627	0.2287182047
628	0.2286368618
629	0.2284128686
630	0.2281581334
631	0.2280939246
632	0.2280067636
633	0.2278859114
634	0.2276999369
635	0.2276090894
636	0.2275131931
637	0.2273488245
638	0.2272262894
639	0.2271311463
640	0.2269541316
641	0.2268717309
642	0.2268316445
643	0.2267232302
644	0.2266138221
645	0.2263994297
646	0.2262758207
647	0.2259726003
648	0.2257324668
649	0.2256576474
650	0.2255567022
651	0.225474013
652	0.2253490737
653	0.2252639001
654	0.2251101422
655	0.2250196313
656	0.2248566251
657	0.2247004469
658	0.2245109462
659	0.2244040225
660	0.2242579901
661	0.2241014112
662	0.2239259992
663	0.2237379411
664	0.2235566788
665	0.2233349135
666	0.2231800496
667	0.223074328
668	0.2230177487
669	0.2228631573
670	0.2227772304
671	0.2225737371
672	0.2223755973
673	0.222307093
674	0.222149857
675	0.2220585607
676	0.2219462515
677	0.2217901214
678	0.2216991777
679	0.2215932477
680	0.2213848338
681	0.2212902518
682	0.2211125157
683	0.2208451343
684	0.2207113635
685	0.2205872415
686	0.2203771767
687	0.2202585044
688	0.2200710393
689	0.2198458279
690	0.2197037384
691	0.2195541638
692	0.2194795689
693	0.2193836565
694	0.2192393071
695	0.2190710757
696	0.2189172376
697	0.2187744589
698	0.2186073976
699	0.2184249974
700	0.2183497132
701	0.2182078321
702	0.218118331
703	0.2178902185
704	0.2177986337
705	0.2177509019
706	0.2175644786
707	0.217393827
708	0.2172665957
709	0.2171801399
710	0.2171258045
711	0.216987706
712	0.2168362241
713	0.2167553621
714	0.2166472042
715	0.2165404248
716	0.2164472051
717	0.2163494014
718	0.2162213045
719	0.2161299441
720	0.2159778691
721	0.2158869254
722	0.2157338888
723	0.2155623877
724	0.2153745699
725	0.2152600168
726	0.215212301
727	0.215110298
728	0.215025477
729	0.2148872664
730	0.214753191
731	0.2146317939
732	0.2144981993
733	0.2143098206
734	0.2141388004
735	0.2138967754
736	0.2137539006
737	0.213703412
738	0.2135626528
739	0.2134096803
740	0.2132451514
741	0.2131540154
742	0.2130550417
743	0.2128823865
744	0.2127853041
745	0.2126391755
746	0.2125359223
747	0.2124470623
748	0.2122477684
749	0.2119800183
750	0.2118839136
751	0.2116564903
752	0.2115579333
753	0.2115392925
754	0.2112754854
755	0.2110671035
756	0.2109679535
757	0.2107953625
758	0.2107513812
759	0.2105995306
760	0.2104328861
761	0.2102715148
762	0.2100736153
763	0.2099139911
764	0.20979947
765	0.2096488536
766	0.209489614
767	0.2093195555
768	0.2092560039
769	0.2091203577
770	0.2090139469
771	0.2088820834
772	0.2087623212
773	0.2086582024
774	0.2085815398
775	0.2084008065
776	0.2083379922
777	0.2082415028
778	0.2081547264
779	0.2080351886
780	0.2079805005
781	0.2077938689
782	0.2077338115
783	0.2076681762
784	0.207537611
785	0.2074101873
786	0.2072413469
787	0.2071254634
788	0.206994802
789	0.2069018709
790	0.2068175949
791	0.2067460453
792	0.2066681325
793	0.2065619781
794	0.2065185098
795	0.2064490439
796	0.2063073872
797	0.2062307406
798	0.2060598806
799	0.2059642247
800	0.2057923069
801	0.2057007862
802	0.2055723367
803	0.2055020853
804	0.2054367546
805	0.2053425252
806	0.205205693
807	0.2050269311
808	0.2049118811
809	0.2047377995
810	0.2046046538
811	0.2045401245
812	0.2045001503
813	0.2043952461
814	0.2043461199
815	0.2042530925
816	0.2040763502
817	0.2039399347
818	0.2038149473
819	0.2036801026
820	0.2035479666
821	0.2034253353
822	0.2032336067
823	0.2032221305
824	0.2030939855
825	0.2029756017
826	0.2028870142
827	0.2027881847
828	0.2027076593
829	0.2026317981
830	0.2025205788
831	0.2024622685
832	0.2023536778
833	0.2022974351
834	0.202160683
835	0.2020651553
836	0.2019360005
837	0.2017352481
838	0.2015721137
839	0.2014238534
840	0.2013063831
841	0.2011489227
842	0.2010981135
843	0.2009714591
844	0.2008384256
845	0.2007590222
846	0.2006628053
847	0.2005633827
848	0.2004772154
849	0.2003587675
850	0.2001954407
851	0.2001022531
852	0.1999255269
853	0.1997691723
854	0.1996845277
855	0.1995687084
856	0.1994768832
857	0.1994364763
858	0.1993855388
859	0.1993330627
860	0.1992537234
861	0.1990832
862	0.1990252423
863	0.1988895
864	0.1988316063
865	0.1987100168
866	0.1986295235
867	0.1984230009
868	0.1983027899
869	0.1982064127
870	0.1981266246
871	0.1980034644
872	0.1978426861
873	0.1977639399
874	0.1977311944
875	0.1976747914
876	0.1976017351
877	0.1975103426
878	0.19739151
879	0.197351055
880	0.1972454295
881	0.197136871
882	0.1969876329
883	0.1968036459
884	0.1967234411
885	0.1966725518
886	0.1965645221
887	0.196517175
888	0.1964669428
889	0.1964243079
890	0.196304722
891	0.1961903452
892	0.1960883581
893	0.1960083457
894	0.1959621846
895	0.1958223231
896	0.1957212977
897	0.1955951082
898	0.1955180128
899	0.1954665625
900	0.1953368307
901	0.1952926892
902	0.195213975
903	0.1951746901
904	0.1950989731
905	0.1948250041
906	0.1948010901
907	0.194696763
908	0.1946515957
909	0.1944876438
910	0.1944389664
911	0.1944053554
912	0.1943296224
913	0.1941749829
914	0.1940025201
915	0.1939516789
916	0.1938385683
917	0.1937367415
918	0.1935389222
919	0.1933891713
920	0.1932089669
921	0.1930995268
922	0.1930199631
923	0.1928434292
924	0.1927152041
925	0.1925558683
926	0.1924526311
927	0.1922780846
928	0.1921900901
929	0.1920318604
930	0.1919486422
931	0.191837984
932	0.1916545579
933	0.1915242812
934	0.1914526354
935	0.1913155468
936	0.1912728157
937	0.1910651712
938	0.1909217834
939	0.1907776264
940	0.1907394794
941	0.1905646925
942	0.1904243662
943	0.1903593079
944	0.1901673069
945	0.1900989308
946	0.1900601267
947	0.1899536037
948	0.1898463914
949	0.1897429138
950	0.1896206832
951	0.1894441332
952	0.1893673745
953	0.1892899585
954	0.1891359441
955	0.1890601631
956	0.1888885819
957	0.1887569588
958	0.1886702465
959	0.1885206719
960	0.1884150305
961	0.1882781662
962	0.1881016002
963	0.1880106886
964	0.1878817903
965	0.1877974182
966	0.1876620926
967	0.1876232885
968	0.1875142009
969	0.1873397186
970	0.1872383887
971	0.1870919556
972	0.1869969248
973	0.1869023748
974	0.1868342392
975	0.1866660078
976	0.1865849214
977	0.1864613765
978	0.1863572577
979	0.1861936746
980	0.1860345151
981	0.1858778561
982	0.1858059699
983	0.1857777924
984	0.1856839156
985	0.1856324332
986	0.1854864489
987	0.1854496804
988	0.1852878603
989	0.1852059565
990	0.1851409463
991	0.1849988729
992	0.1848794953
993	0.1848143409
994	0.1846566401
995	0.1845932969
996	0.1844496206
997	0.1843610491
998	0.1842741926
999	0.1841802517
